timestamp,strategy,deployment,current_replicas,current_load_rps,avg_response_time_ms,evaluation_type
5,StandardFirstFitBinPacker,resnet50-inference,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-inference-downtown,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-inference-suburb,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,speech-inference,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,speech-inference-downtown,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,speech-inference-suburb,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-preprocessing,1,10.25,400.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-preprocessing-downtown,1,10.25,400.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-training,1,15.374999999999998,600.0,scaling_check
10,StandardFirstFitBinPacker,resnet50-inference,2,21.0,480.0,scaling_check
10,StandardFirstFitBinPacker,resnet50-inference-downtown,2,21.0,480.0,scaling_check
10,StandardFirstFitBinPacker,resnet50-inference-suburb,2,21.0,480.0,scaling_check
10,StandardFirstFitBinPacker,speech-inference,2,21.0,480.0,scaling_check
10,StandardFirstFitBinPacker,speech-inference-downtown,2,21.0,480.0,scaling_check
10,StandardFirstFitBinPacker,speech-inference-suburb,2,21.0,480.0,scaling_check
10,StandardFirstFitBinPacker,resnet50-preprocessing,1,10.5,400.0,scaling_check
10,StandardFirstFitBinPacker,resnet50-preprocessing-downtown,1,10.5,400.0,scaling_check
10,StandardFirstFitBinPacker,resnet50-training,2,15.75,600.0,scaling_check
15,StandardFirstFitBinPacker,resnet50-inference,3,21.5,480.0,scaling_check
15,StandardFirstFitBinPacker,resnet50-inference-downtown,3,21.5,480.0,scaling_check
15,StandardFirstFitBinPacker,resnet50-inference-suburb,3,21.5,480.0,scaling_check
15,StandardFirstFitBinPacker,speech-inference,3,21.5,480.0,scaling_check
15,StandardFirstFitBinPacker,speech-inference-downtown,3,21.5,480.0,scaling_check
